corpus,file,line,office,section,lesson_span,lesson_count,author,work,source,author_line,incipit
Sancti,Sancti/12-03.txt,42,S. Francisci Xaverii Confessoris,Lectio7,Lectio7-9,3,Gregorius Magnus,Homiliae in Evangelia,"Homilia 29 in Evangelia, post initium",Homilía sancti Gregórii Papæ,Potest omnis creaturæ nómine omnis natio Géntium designari. Ante enim dictum fuerat: In viam Géntium ne abieritis; nunc autem dícitur: Prædicate omni creaturæ: ut scilicet prius a 
Sancti,Sancti/12-08.txt,139,,Lectio4,Lectio4,1,Hieronymus Stridonensis,Sermones,De Assumptione B. M. V.,Sermo sancti Hierónymi Presbýteri,"Qualis et quanta esset beáta et gloriósa semper Virgo María, ab Angelo divínitus declarátur, cum dícitur: Ave, grátia plena; Dóminus tecum: benedícta tu in muliéribus. Tálibus namq"
Sancti,Sancti/12-08.txt,176,,Lectio7,Lectio7-8,2,sancti Germáni Epíscopi,In Præsentatione Deiparæ,In Præsentatione Deiparæ,Homilía sancti Germáni Epíscopi,"Ave, María, grátia plena, Sanctis sánctior, et cælis excélsior, et Chérubim gloriósior, et Séraphim honorabílior, et super omnem creatúram venerabílior. Ave, colúmba, quæ nobis et "
Sancti,Sancti/12-09bmv.txt,31,,Lectio7,Lectio7,1,Sophronius Hierosolymitanus,Homilia in Deiparæ Annunt.,Homilia in Deiparæ Annunt.,Homilía sancti Sophrónii Epíscopi,"Quid missus beatus ille Angelus ad Virginem integerrimam dicit? Aut quomodo faustissimum hoc nuntium ipsi defert? Ave gratia plena, Dominus tecum. A gaudio incipit eam alloqui ille"
Sancti,Sancti/12-10bmv.txt,31,,Lectio7,Lectio7-9,3,Bernardus Claraevallensis,Ex Homilía 2 super Missus,Ex Homilía 2 super Missus,Homilía sancti Bernárdi Abbátis,"Lætáre, pater Adam, sed magis tu, o Heva mater, exsúlta, qui sicut ómnium paréntes, ita ómnium fuístis peremptóres; et quod infelícius est, prius peremptóres quam paréntes. Ambo, i"
Sancti,Sancti/12-12bmv.txt,11,,Lectio4,Lectio4,1,Unklarer Autor,Ex Bulla dogmatica Pii Papæ noni,Ex Bulla dogmatica Pii Papæ noni,,"Quoniam quæ ad cultum pertinent, intimo plane vinculo cum ejusdem objecto conserta sunt, neque rata et fixa manere possunt, si illud anceps sit et in ambiguo versetur, idcirco dece"
Sancti,Sancti/12-12bmv.txt,30,,Lectio7,Lectio7-8,2,Tarasius Constantinopolitanus,De Præsentatióne Deiparæ,De Præsentatióne Deiparæ,Homilia sancti Tharásii Epíscopi,"Quibus te laudibus cumulabimus, Maria? O puella immaculata; o virgo impolluta; mulierum ornamentum filiarum nitor! O mater Virgo sancta, tu benedicta inter mulieres; tu celebrata p"
Sancti,Sancti/12-14bmv.txt,38,,Lectio7,Lectio7-9,3,Sophronius Hierosolymitanus,Homilia in Deiparæ Annunt.,Homilia in Deiparæ Annunt.,Homilía sancti Sophrónii Epíscopi.,"Vere benedicta tu in muliéribus, quóniam Hevæ maledictiónem in benedictiónem commutásti; quóniam Adam, qui prius jacebat exsecratióne perculsus, ut per te benedicerétur effecísti. "
Sancti,Sancti/12-15.txt,41,,Lectio7,Lectio7-8,2,Epiphanius Salaminensis,Oratio de laudibus S. Maríæ Deiparæ,Oratio de laudibus S. Maríæ Deiparæ,Homilía sancti Epiphánii Epíscopi,"Quid dicam, aut quid próloquar de præclára et sancta Vírgine? Solo enim Deo excepto, cunctis superior éxstitit: natúra formosior est ipsis Chérubim et Séraphim, et omni exercitu An"
Sancti,Sancti/12-21.txt,39,S. Thomæ Apostoli,Lectio7,Lectio7-8,2,Gregorius Magnus,Homiliae,"Homilia 26 in Evang., post med.",Homilía sancti Gregórii Papæ,"Quid, fratres caríssimi, quid inter hæc animadvértitis? Numquid casu gestum créditis, ut eléctus ille discípulus tunc deésset, post autem véniens audíret, áudiens dubitáret, dúbita"
Sancti,Sancti/12-24.txt,25,,Lectio1,Lectio1,1,Hieronymus Stridonensis,Commentarii in Matthaeum,Lib. 1 Comment. in c. 1 Matth.,Homilía sancti Hierónymi Presbýteri,"Quare non de símplici vírgine, sed de desponsáta concípitur? Primum, ut per generatiónem Joseph, orígo Maríæ monstrarétur: secúndo, ne lapidarétur a Judǽis ut adúltera: tértio, ut "
Sancti,Sancti/12-25.txt,209,,Lectio4,Lectio4,1,Leo Magnus,Sermones,Sermo 1 de Nativitate Domini,Sermo sancti Leónis Papæ,"Salvátor noster, dilectíssimi, hódie natus est: gaudeámus. Neque enim fas est locum esse tristítiæ, ubi natális est vitæ: quæ, consúmpto mortalitátis timóre, nobis íngerit de promí"
Sancti,Sancti/12-25.txt,244,,Lectio7,Lectio7,1,Gregorius Magnus,Homiliae in Evangelia,Homilia 8 in Evangelia,Homilía sancti Gregórii Papæ,"Quia, largiénte Dómino, Missárum solémnia ter hódie celebratúri sumus, loqui diu de evangélica lectióne non póssumus: sed nos áliquid vel bréviter dícere, Redemptóris nostri Natívi"
Sancti,Sancti/12-25.txt,259,,Lectio8,Lectio8,1,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,"Lib. 2 in cap. 2. Lucæ, circa medium",Homilía sancti Ambrósii Epíscopi,"Vidéte Ecclésiæ surgéntis exórdium: Christus náscitur, et pastóres vigiláre cœpérunt; qui géntium greges, pécudum modo ante vivéntes, in caulam Dómini congregárent, ne quos spiritá"
Sancti,Sancti/12-25.txt,276,,Lectio9,Lectio9,1,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,"Tract. 1 in Joann., circa médium",Homilía sancti Augustíni Epíscopi,"Ne vile áliquid putáres quale consuevísti cogitáre, cum verba humána soléres audíre, audi quid cógites: Deus erat Verbum. Exeat nunc néscio quis infidélis Ariánus, et dicat quia Ve"
Sancti,Sancti/12-26.txt,90,S. Stephani Protomartyris,Lectio4,Lectio4,1,Fulgentius Ruspensis,Sermones,"Sermo 3, de S. Stéphano, circa init.",Sermo sancti Fulgéntii Epíscopi,"Heri celebrávimus temporálem sempitérni Regis nostri natálem: hódie celebrámus triumphálem mílitis passiónem. Heri enim Rex noster trábea carnis indútus, de aula úteri virginális e"
Sancti,Sancti/12-26.txt,125,S. Stephani Protomartyris,Lectio7,Lectio7-9,3,Hieronymus Stridonensis,Commentarii in Matthaeum,Liber 4 Comment. in cap. 23 Matthæi,Homilía sancti Hierónymi Presbýteri,"Hoc quod ántea dixerámus, Impléte mensúram patrum vestrórum; ad persónam Dómini pertinére, eo quod occidéndus esset ab eis, potest et ad discípulos ejus reférri, de quibus nunc dic"
Tempora,Tempora/081-0.txt,76,,Lectio4,Lectio4-5,2,Ambrosius Mediolanensis,Sermones,"Sermo 5, n. 36-37",Ex Tractatu sancti Ambrósii Epíscopi in Psalmum centésimum décimum octavum,"Inítium esse sapiéntiæ timórem Dómini, dicit prophéta. Quid est autem inítium sapiéntiæ, nisi sǽculo renuntiáre? Quia sápere sæculária, stultítia est. Dénique sapiéntiam hujus mund"
Tempora,Tempora/082-0.txt,48,,Lectio4,Lectio4-6,3,Ioannes Chrysostomus,Sermones,"Sermo contra concubinarios, in fine, tomo 5",Sermo sancti Joánnis Chrysóstomi,"Sálomon cum sæculárium rerum concupiscéntia tenerétur, magnas eas et admirándas putábat, multúmque in eis labóris et sollicitúdinis insumébat, magníficas ædificándo domos, copiósum"
Tempora,Tempora/083-0.txt,47,,Lectio4,Lectio4-6,3,Ambrosius Mediolanensis,Lib. 1. Cap. 28 et 29,Lib. 1. Cap. 28 et 29,Ex libro Officiórum sancti Ambrósii Epíscopi,"Magnus justítiæ splendor, quæ áliis pótius nata quam sibi, communitátem et societátem nostram ádjuvat, excelsitátem tenet, ut suo judício ómnia subjécta hábeat, opem áliis ferat, p"
Tempora,Tempora/084-0.txt,46,,Lectio4,Lectio4-6,3,Gregorius Magnus,Moralia in Iob,"Liber 1, cap. 10 in cap. 1 Job",Ex libro Morálium sancti Gregórii Papæ,"Sunt nonnúlli qui vitam suam négligunt et, dum transitória áppetunt, dum ætérna vel non intélligunt, vel intellécta contémnunt, nec dolórem séntiunt, nec habére consílium sciunt; c"
Tempora,Tempora/085-0.txt,49,,Lectio4,Lectio4-6,3,Ioannes Chrysostomus,Sermones,Homilia 22 in 2 Cor. 10 in Moralibus.,Sermo sancti Joánnis Chrysóstomi,"Ne tardes convérti ad Dóminum, et ne dífferas de die in diem; nescis enim quid paritúra sit superventúra dies. Perículum enim et metus est in defferéndo; salus vero certa ac secúra"
Tempora,Tempora/091-0.txt,50,,Lectio4,Lectio4-5,2,Gregorius Magnus,"Lectio iv, Lib. 2, Cap. 1","Lectio iv, Lib. 2, Cap. 1",Ex libro Morálium sancti Gregórii Papæ,"Scriptúra sacra mentis óculis quasi quoddam spéculum oppónitur, ut intérna nostra fácies in ipsa videátur. Ibi étenim fœda, ibi pulchra nostra cognóscimus: ibi sentímus quantum pro"
Tempora,Tempora/091-0.txt,69,,Lectio6,Lectio6,1,Unklarer Autor,"Lib. 1 Moral., cap. 1","Lib. 1 Moral., cap. 1",,"Vir erat in terra Hus, nómine Job. Idcírco sanctus vir ubi habitáverit dícitur, ut ejus méritum virtútis exprimátur. Hus namque quis nésciat quod sit in terra Gentílium? Gentílitas"
Tempora,Tempora/092-0.txt,45,,Lectio4,Lectio4,1,Gregorius Magnus,"Liber 9, Cap. 2.","Liber 9, Cap. 2.",Ex libro Morálium sancti Gregórii Papæ,"Vero scio quod ita sit, et quod non justificábitur homo compósitus Deo. Homo quippe Deo non compósitus justítiam pércipit, compósitus amíttit; quia quisquis se auctóri bonórum cómp"
Tempora,Tempora/093-0.txt,54,,Lectio4,Lectio4-6,3,Leo Magnus,Sermones,Sermo 9 de jejúnio 7 mensis,Sermo sancti Leónis Papæ,"Scio quidem, dilectíssimi, plúrimos vestrum ita in iis, quæ ad observántiam christiánæ fídei pértinent, esse devótos, ut nostris cohortatiónibus non indígeant admonéri. Quod enim d"
Tempora,Tempora/093-3.txt,22,Feria Quarta Quattuor Temporum Septembris,Lectio1,Lectio1-3,3,Beda Venerabilis,"Liber 3, cap. 38 in Marcum 9","Liber 3, cap. 38 in Marcum 9",Homilía sancti Bedæ Venerábilis Presbýteri,"Dæmoníacum hunc, quem descéndens de monte Dóminus sanávit, Marcus quidem surdum mutúmque, Matthǽus vero lunáticum fuísse commémorat. Signíficat autem eos, de quibus scriptum est: S"
Tempora,Tempora/093-5.txt,22,Feria Sexta Quattuor Temporum Septembris,Lectio1,Lectio1-3,3,Gregorius Magnus,Homiliae in Evangelia,"Homilia 33 in Evangelia, post initium",Homilía sancti Gregórii Papæ,"Quem pharisǽus de falsa justítia præsúmens, nisi Judáicum pópulum; quem peccátrix múlier ad vestígia Dómini véniens et plorans, nisi convérsam gentilitátem desígnat? Quæ cum alabás"
Tempora,Tempora/093-6.txt,22,Sabbato Quattuor Temporum Septembris,Lectio1,Lectio1-3,3,Gregorius Magnus,Homiliae in Evangelia,Homilia 31 in Evangelia,Homilía sancti Gregórii Papæ,"Dóminus ac Redémptor noster per Evangélium suum aliquándo verbis, aliquándo rebus lóquitur: aliquándo áliud verbis, atque áliud rebus; aliquándo autem hoc verbis, quod rebus. Duas "
Tempora,Tempora/094-0.txt,51,,Lectio4,Lectio4-6,3,Ambrosius Mediolanensis,"Lectio iv, Cap. 9","Lectio iv, Cap. 9",Ex libro sancti Ambrósii Epíscopi de Elía et jejúnio,"Poténtes vinum prohibéntur bíbere, ne, cum bíberint, obliviscántur sapiéntiam. Dénique bibébant vinum in ebrietáte poténtes, qui Holoférni príncipi milítiæ regis Assyriórum se trád"
Tempora,Tempora/095-0.txt,45,,Lectio4,Lectio4,1,Ambrosius Mediolanensis,"Lectio iv, Liber 3, Cap. 15","Lectio iv, Liber 3, Cap. 15",Ex libro Officiórum sancti Ambrósii Epíscopi,"Quid Esther regína, nonne ut pópulum suum perículo erúeret (quod erat decórum atque honéstum) morti se óbtulit, nec immítis regis trepidávit furórem? Ipse quoque rex Persárum, fero"
Tempora,Tempora/095-0.txt,55,,Lectio5,Lectio5,1,Unklarer Autor,Cap. 16,Cap. 16,,"Ea enim amicítia probábilis, quæ honestátem tuétur, præferénda sane ópibus, honóribus, potestátibus; honestáti vero præférri non solet, sed honestátem sequi. Qualis fuit Jónathæ, q"
Tempora,Tempora/101-0.txt,58,,Lectio4,Lectio4-6,3,Ambrosius Mediolanensis,"Lib. 1, Cap. 40","Lib. 1, Cap. 40",Ex libro Officiórum sancti Ambrósii Epíscopi,"Fortásse áliquos béllica defíxos glória tenet, ut putent solam esse præliárem fortitúdinem; et ídeo me ad ista deflexísse, quia illa nostris déforet. Quam fortis Jesus Nave, ut uno"
Tempora,Tempora/102-0.txt,44,,Lectio4,Lectio4-6,3,Augustinus Hipponensis,"Liber 18, cap. 45","Liber 18, cap. 45",Ex libro sancti Augustíni Epíscopi de Civitáte Dei,"Posteáquam gens Judǽa cœpit non habére prophétas, proculdúbio detérior facta est, eo scílicet témpore, quo se sperábat instauráto templo post captivitátem, quæ fuit in Babylónia, f"
Tempora,Tempora/103-0.txt,48,,Lectio4,Lectio4-6,3,Ambrosius Mediolanensis,Lib. 1. cap. 41,Lib. 1. cap. 41,Ex libro Officiórum sancti Ambrósii Epíscopi,"Quia fortitúdo non solum secúndis rebus, sed étiam advérsis probátur, spectémus Judæ Machabǽi éxitum. Is enim post victum Nicánorem, regis Demétrii ducem, secúrior advérsus vigínti"
Tempora,Tempora/105-0.txt,44,,Lectio4,Lectio4,1,Gregorius Magnus,Sermones,Sermo 20 de Machabæis,Sermo sancti Gregorii Nazianzeni,"Eleázarus primítiæ eorum qui hic ante Christum sunt passi, quemadmodum post Christum Stephanus. Is vir et sacérdos et senex, canus capillis, canus et prudentia, prius quidem pro po"
Tempora,Tempora/111-0.txt,35,,Lectio4,Lectio4,1,Gregorius Magnus,"Liber 1, Homilía 2.","Liber 1, Homilía 2.",De Expositióne sancti Gregórii Papæ in Ezechiélem Prophétam,"Usus prophéticæ locutiónis est, ut prius persónam, tempus, locúmque descríbat, et póstmodum dícere mystéria prophetíæ incípiat; quátenus ad veritátem solídius ostendéndam, ante, hi"
Tempora,Tempora/112-0.txt,40,,Lectio4,Lectio4-5,2,Hieronymus Stridonensis,Liber 7 in Ezechiel. cap. 21.,Liber 7 in Ezechiel. cap. 21.,De Expositióne sancti Hierónymi Presbýteri in Ezechielem Prophetam.,"Quia supra dixerat: Ipsi dicunt ad me: Numquid non per parábolas lóquitur iste? et apertam pópulus flagitábat senténtiam: idcirco id quod Dóminus per metáphoram, sive parábolam, et"
Tempora,Tempora/113-0.txt,46,,Lectio4,Lectio4-6,3,Athanasius Alexandrinus,"Liber de Virginitate, post initium.","Liber de Virginitate, post initium.",Ex libro sancti Athanásii Epíscopi ad Vírgines,"Si accédant áliqui, e dicant tibi: Ne frequénter jejúnes, ne imbecíllior fias; ne credas illis, neque auscúltes: per istos enim inimícus hæc súggerit. Reminíscere ejus quod scriptu"
Tempora,Tempora/114-0.txt,42,,Lectio4,Lectio4-6,3,Augustinus Hipponensis,"Liber 18, cap. 28.","Liber 18, cap. 28.",Ex libro sancti Augustíni Epíscopi de Civitáte Dei,"Osée prophéta, quanto profúndius quidem lóquitur, tanto operósius penetrátur. Sed áliquid inde suméndum est, et hic ex nostra promissióne ponéndum. Et erit, inquit, in loco quo dic"
Tempora,Tempora/115-0.txt,40,,Lectio4,Lectio4-6,3,Basilius Magnus,Sermones,"Homilia in Ps. 33, n. 8",Sermo sancti Basilíi Magni in Psalmum trigésimum tértium,"Cum te appetítus inváserit peccándi, velim cógites horríbile illud et intolerábile Christi tribúnal, in quo præsidébit judex in alto et excélso throno; astábit autem omnis creatúra"
Tempora,Tempora/Adv1-0.txt,68,Dominica I Adventus,Lectio4,Lectio4-6,3,Leo Magnus,Sermones,Sermo 8 de jejunio decimi mensis et eleemosynis,Sermo sancti Leónis Papæ,"Cum de advéntu regni Dei, et de mundi fine ac témporum, discípulos suos Salvátor instrúeret, totámque Ecclésiam suam in Apóstolis erudíret: Cavéte, inquit, ne forte gravéntur corda"
Tempora,Tempora/Adv1-0.txt,103,Dominica I Adventus,Lectio7,Lectio7,1,Gregorius Magnus,Homiliae in Evangelia,Homilia 1 in Evangelia,Homilía sancti Gregórii Papæ,"Dóminus ac Redémptor noster parátos nos inveníre desíderans, senescéntem mundum quæ mala sequántur denúntiat, ut nos ab ejus amóre compéscat. Appropinquántem ejus términum quantæ p"
Tempora,Tempora/Adv2-0.txt,73,Dominica II Adventus,Lectio4,Lectio4-5,2,Hieronymus Stridonensis,Liber 4. in cap. 11 Isaíæ.,Liber 4. in cap. 11 Isaíæ.,De Expositióne sancti Hierónymi Presbýteri in Isaíam Prophétam,"Et egrediétur virga de radíce Jesse. Usque ad principium visiónis, vel pónderis Babylónis, quod vidit Isaías, fílius Amos, omnis hæc prophetía de Christo est: quam per partes vólum"
Tempora,Tempora/Adv2-0.txt,108,Dominica II Adventus,Lectio7,Lectio7-9,3,Gregorius Magnus,Homiliae in Evangelia,"Homilia 6 in Evangelia, post initium",Homilía sancti Gregórii Papæ,"Visis tot signis tantísque virtútibus, non scandalizári quisque pótuit, sed admirári. Sed infidélium mens grave in illo scándalum pértulit, cum eum post tot mirácula moriéntem vidi"
Tempora,Tempora/Adv3-0.txt,73,Dominica III Adventus,Lectio4,Lectio4-5,2,Leo Magnus,Sermones,Sermo 2 de jejúnio décimi mensis et collectis,Sermo sancti Leónis Papæ,"Quod témporis rátio, et devotiónis nostræ ádmonet consuetúdo, pastoráli vobis, dilectíssimi, sollicitúdine prædicámus, décimi mensis celebrándum esse jejúnium, quo pro consummáta p"
Tempora,Tempora/Adv3-0.txt,108,Dominica III Adventus,Lectio7,Lectio7,1,Gregorius Magnus,Homiliae in Evangelia,Homilia 7 in Evangelia,Homilía sancti Gregórii Papæ,"Ex hujus nobis lectiónis verbis, fratres caríssimi, Joánnis humílitas commendátur: qui cum tantæ virtútis esset, ut Christus credi potuísset, elégit sólide subsístere in se, ne hum"
Tempora,Tempora/Adv3-5.txt,24,Feria VI Quattuor Temporum in Adventu,Lectio1,Lectio1,1,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,Lib. 2 in Luc. cap. 1 post init.,Homilía sancti Ambrósii Epíscopi,"Morále est ómnibus, ut qui fidem éxigunt, fidem ástruant. Et ídeo Angelus, cum abscóndita nuntiáret, ut fidem astrúeret exémplo, senióris féminæ sterilísque concéptum Vírgini Maríæ"
Tempora,Tempora/Adv3-6.txt,21,Sabbato Quattuor Temporum in Adventu,Lectio1,Lectio1-3,3,Gregorius Magnus,Homiliae in Evangelia,Homilia 20 in Evangelia,Homilía sancti Gregórii Papæ,"Redemptóris nostri Præcúrsor, quo témpore prædicatiónis offícium accéperit, memoráto Románæ reipúblicæ príncipe, et Judǽæ régibus, designátur. Quia enim illum prædicáre veniébat, q"
Tempora,Tempora/Adv4-0.txt,71,Dominica IV Adventus,Lectio4,Lectio4,1,Leo Magnus,Sermones,"Sermo 1 de jejúnio décimi mensis, et collectis",Sermo sancti Leónis Papæ,"Si fidéliter, dilectíssimi, atque sapiénter creatiónis nostræ intelligámus exórdium, inveniémus hóminem ideo ad imáginem Dei cónditum, ut imitátor sui esset auctóris: et hanc esse "
Tempora,Tempora/Adv4-0.txt,106,Dominica IV Adventus,Lectio7,Lectio7-9,3,Gregorius Magnus,Homiliae in Evangelia,Homilia 20 in Evangelia ante medium,De Homilía sancti Gregórii Papæ,"Dicébat Joánnes ad turbas, quæ éxibant ut baptizaréntur ab eo: Genímina viperárum, quis osténdit vobis fúgere a ventúra ira? Ventúra enim ira est animadvérsio ultiónis extrémæ: qua"
Tempora,Tempora/Epi1-0.txt,211,Sanctæ Familiæ Jesu Mariæ Joseph,Lectio4,Lectio4-6,3,Unklarer Autor,Breve « Neminem fugit » 14 junii 1892,Breve « Neminem fugit » 14 junii 1892,,"Miséricors Deus cum humánæ reparatiónis opus, quod diu sǽcula exspectábant, perfícere decrevísset, ita ejúsdem óperis ratiónem ordinémque dispósuit, ut prima ipsa ejúsdem inítia au"
Tempora,Tempora/Epi1-0.txt,246,Sanctæ Familiæ Jesu Mariæ Joseph,Lectio7,Lectio7-9,3,Bernardus Claraevallensis,Homiliae,"Homilia 1 super Missus est, n. 7-8",Homilía sancti Bernárdi Abbátis,"Et erat súbditus illis. Quis, quibus? Deus homínibus; Deus, inquam, cui Angeli súbditi sunt, cui Principátus et Potestátes obédiunt, súbditus erat Maríæ, nec tantum Maríæ, sed étia"
Tempora,Tempora/Epi1-0a.txt,66,Dominica infra Octavam Epiphaniæ,Lectio4,Lectio4-6,3,Leo Magnus,Sermones,Serm. 4. de Epiphania,Sermo sancti Leónis Papæ,"Justum et rationábile, dilectíssimi, veræ pietátis obséquium est, in diébus, qui divínæ ópera misericórdiæ protestántur, toto corde gaudére, et honorífice ea, quæ ad salútem nostra"
Tempora,Tempora/Epi1-0a.txt,81,Dominica infra Octavam Epiphaniæ,Lectio7,Lectio7-9,3,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,"Lib. 2. in cap. 2. Lucæ, in fine",Homilía sancti Ambrósii Epíscopi,"A duodécimo anno, ut légimus, Domínicæ súmitur disputatiónis exórdium. Hic enim prædicándæ fídei evangelizántium númerus debebátur. Nec otióse ímmemor suórum secúndum carnem parént"
Tempora,Tempora/Epi2-0.txt,63,Dominica II post Epiphaniam,Lectio4,Lectio4-5,2,Ioannes Chrysostomus,Sermones,Præfatio in Epistolas Beati Pauli,Sermo sancti Joánnis Chrysóstomi,"Beáti Pauli Epistolárum lectiónem dum assídue auscúlto, perque hebdómadas síngulas bis sæpe, et ter et quater, quotiescúmque sanctórum Mártyrum memórias celebrámus, gáudio exsúlto,"
Tempora,Tempora/Epi2-0.txt,98,Dominica II post Epiphaniam,Lectio7,Lectio7-9,3,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,"Tract. 9 in Joannem, post initium",Homilía sancti Augustíni Epíscopi,"Quod Dóminus invitátus venit ad núptias, étiam excépta mýstica significatióne, confirmáre vóluit, quod ipse fecit núptias. Futúri enim erant, de quibus dixit Apóstolus, prohibéntes"
Tempora,Tempora/Epi3-0.txt,50,Dominica III Post Epiphaniam,Lectio4,Lectio4-6,3,Augustinus Hipponensis,Præfátio tom. 4,Præfátio tom. 4,De Expositióne sancti Augustíni Epíscopi in Epístolam ad Gálatas,"Causa, propter quam scribit Apóstolus ad Gálatas, hæc est: ut intélligant grátiam Dei id secum ágere, ut sub lege jam non sint. Cum enim prædicáta eis esset Evangélii grátia, non d"
Tempora,Tempora/Epi3-0.txt,74,Dominica III Post Epiphaniam,Lectio7,Lectio7,1,Hieronymus Stridonensis,Commentarii in Matthaeum,Liber 1 Comment. in cap. 8 Matth.,Homilía sancti Hierónymi Presbýteri,"De monte Dómino descendénte, occúrrunt turbæ, quia ad altióra ascéndere non valuérunt. Et primus ei occúrrit leprósus: necdum enim póterat cum lepra tam multíplicem in monte Salvat"
Tempora,Tempora/Epi4-0.txt,54,Dominica IV Post Epiphaniam,Lectio4,Lectio4-6,3,Gregorius Magnus,Lib. 4. Cap. 30.,Lib. 4. Cap. 30.,Ex libro Morálium sancti Gregórii Papæ,"Replémus refectiónibus corpus, ne extenuátum defíciat; extenuámus abstinéntia, ne nos replétum premat: vegetámus hoc mótibus, ne situ immobilitátis intéreat; sed cítius hoc collocá"
Tempora,Tempora/Epi4-0.txt,78,Dominica IV Post Epiphaniam,Lectio7,Lectio7-9,3,Hieronymus Stridonensis,Commentarii in Matthaeum,Liber 1 Comment. in cap. 8 Matth.,Homilía sancti Hierónymi Presbýteri,"Quintum signum fecit, quando ascéndens navem de Caphárnaum, ventis imperávit et mari. Sextum, quando in regióne Gerasenórum dedit potestátem dæmónibus in porcos. Séptimum, quando i"
Tempora,Tempora/Epi5-0.txt,52,Dominica V Post Epiphaniam,Lectio4,Lectio4,1,Augustinus Hipponensis,Sermones,"De Verbis Apóstoli, Sermo 8 sub initio",Sermo sancti Augustíni Epíscopi,"Humánus sermo, et omni acceptióne dignus, quia Christus Jesus venit in hunc mundum peccatóres salvos fácere. Atténde Evangélium: Venit enim Fílius hóminis quærére, et salváre, quod"
Tempora,Tempora/Epi5-0.txt,76,Dominica V Post Epiphaniam,Lectio7,Lectio7-9,3,Augustinus Hipponensis,"Liber Quæst. Evang. in Matth. cap. 11, tom. 4","Liber Quæst. Evang. in Matth. cap. 11, tom. 4",Homilía S. Augustíni Epíscopi,"Cum negligéntius ágerent præpósiti Ecclésiæ, aut cum dormitiónem mortis accíperent Apóstoli, venit diábolus, et superseminávit eos, quos malos fílios Dóminus interpretátur. Sed quǽ"
Tempora,Tempora/Epi6-0.txt,50,Dominica VI Post Epiphaniam,Lectio4,Lectio4-6,3,Athanasius Alexandrinus,Sermones,"Orat. 2 contra Ariános, post medium.",Sermo sancti Athanásii Epíscopi,"Si persónam, rem, tempus apostólici dicti cognóscerent hærétici, numquam humána in Deitátem transferéntes, tam ímpie et stulte advérsus Christum sese habuíssent. Id intuéri licébit"
Tempora,Tempora/Epi6-0.txt,74,Dominica VI Post Epiphaniam,Lectio7,Lectio7,1,Hieronymus Stridonensis,Commentarii in Matthaeum,Lib. 2. Comment. in cap. 13. Matth.,Homilía S. Hierónymi Presbýteri,"Regnum cælórum prædicátio Evangélii est, et notítia Scripturárum, quæ ducit ad vitam, et de qua dícitur ad Judǽos: Auferétur a vobis regnum Dei, et dábitur genti faciénti fructus e"
Tempora,Tempora/Nat1-0.txt,54,Dominica Infra Octavam Nativitatis,Lectio4,Lectio4-6,3,Leo Magnus,Sermones,Sermo 9 de Nativ. Dom.,Sermo sancti Leónis Papæ,"Excédit quidem, dilectíssimi, multúmque superéminet humáni elóquii facultátem divini operis magnitúdo: et inde óritur difficultas fandi, unde adest rátio non tacendi. Quia in Chris"
Tempora,Tempora/Nat1-0.txt,78,Dominica Infra Octavam Nativitatis,Lectio7,Lectio7-9,3,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,"Lib. 2 in cap. 2 Lucæ, prope finem",Homilía sancti Ambrósii Epíscopi,"Vides úberem in omnes grátiam, Dómini generatióne diffúsam, et prophetíam incrédulis negátam esse, non justis. Ecce et Símeon prophétat, in ruínam et resurrectiónem plurimórum vení"
Tempora,Tempora/Nat2-0.txt,173,Sanctissimi Nominis Jesu,Lectio4,Lectio4-6,3,Bernardus Claraevallensis,Sermones super Cantica canticorum,"Sermo 15 super Cantica, circa medium",Sermo sancti Bernárdi Abbátis,"Non otióse Spíritus Sanctus nomen Sponsi óleo cómparat, cum ita dóceat sponsam ad Sponsum clamáre: Oleum effúsum nomen tuum. Oleum enim lucet, pascit et ungit. Fovet ignem, nutrit "
Tempora,Tempora/Nat2-0.txt,208,Sanctissimi Nominis Jesu,Lectio7,Lectio7-8,2,Bernardus Claraevallensis,Sermones,Sermo 1 de Circumcisione,Homilía sancti Bernárdi Abbátis,"Magnum et mirábile sacraméntum! Circumcíditur Puer, et vocátur Jesus. Quid sibi vult ista connéxio? Circumcísio nempe magis salvándi, quam Salvatóris esse vidétur; et Salvatórem ci"
Tempora,Tempora/Nat2-0.txt,229,Sanctissimi Nominis Jesu,Lectio9,Lectio9,1,Unklarer Autor,Sermones,Sermo 2 de Circumcisione,,"Mérito sane, dum circumcíditur puer, qui natus est nobis, Salvátor vocátur; quod vidélicet ex hoc jam cœ́perit operári salútem nostram, immaculátum illum pro nobis sánguinem funden"
